City,Address,Bedrooms,Bathrooms,Province,Population,Median_Family_Income,Type,Garage,Year_Built,Lot_Area,SqFt,Price
Toronto,#801 -17 MICHAEL POWER PL,1,1,Ontario,5647656,97000.0,House,,,6198.0,,564000.0
Toronto,51 LAPP ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1195000.0
Toronto,#922 -15 JAMES FINLAY WAY,1,1,Ontario,5647656,97000.0,House,,,6198.0,,515000.0
Toronto,132 DORSET RD,5,2,Ontario,5647656,97000.0,House,,,4621.0,,1298800.0
Toronto,#406 -1316 KINGSTON RD,2,2,Ontario,5647656,97000.0,House,,,5179.5,,1050000.0
Toronto,21 COLLIP PL,3,4,Ontario,5647656,97000.0,House,,,6260.5,,1190000.0
Toronto,395 BALLIOL ST,4,4,Ontario,5647656,97000.0,House,,,6043.5,,2688000.0
Toronto,#1010 -21 CARLTON ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,835500.0
Toronto,31 MARKHAM ST,4,2,Ontario,5647656,97000.0,House,,,6043.5,,1295000.0
Toronto,#417 -403 CHURCH ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,699000.0
Toronto,#1113 -50 LYNN WILLIAMS ST,0,1,Ontario,5647656,97000.0,House,,,,,469900.0
Toronto,#4605 -180 UNIVERSITY AVE,3,3,Ontario,5647656,97000.0,House,,,6260.5,,2388800.0
Toronto,#4701 -8 EGLINTON AVE E,2,2,Ontario,5647656,97000.0,House,,,5179.5,,681000.0
Toronto,#1205 -28 LINDEN ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,899000.0
Toronto,#523 -270 WELLINGTON ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,595000.0
Toronto,#936 -8 HILLSDALE AVE E,2,2,Ontario,5647656,97000.0,House,,,5179.5,,718000.0
Toronto,#509 -381 FRONT ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,599000.0
Toronto,#409 -55 ONTARIO ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,999900.0
Toronto,#5101 -1 YORKVILLE AVE,4,3,Ontario,5647656,97000.0,House,,,6043.5,,5800000.0
Toronto,#710 -55 ONTARIO ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,699900.0
Toronto,#1906 -460 ADELAIDE ST E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,649000.0
Toronto,#506 -85 EMMETT AVE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,439000.0
Toronto,114 LEXFIELD AVE,4,2,Ontario,5647656,97000.0,House,,,6043.5,,998000.0
Toronto,#26 -95 EASTWOOD PARK GDNS,2,3,Ontario,5647656,97000.0,House,,,5179.5,,879000.0
Toronto,#105 -270 SCARLETT RD,1,1,Ontario,5647656,97000.0,House,,,6198.0,,499000.0
Toronto,43 ALESSIA CIRC,4,3,Ontario,5647656,97000.0,House,,,6043.5,,1169000.0
Toronto,#618 -250 MANITOBA ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,799900.0
Toronto,55 BURLINGAME RD,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1139000.0
Toronto,48 PAPE AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,929000.0
Toronto,#404 -160 FALLINGBROOK RD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,859900.0
Toronto,241 SCARBOROUGH GOLFCLUB RD,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1080000.0
Toronto,27 VERNON RD,6,4,Ontario,5647656,97000.0,House,,,,,899000.0
Toronto,#102 -2A QUEENSBURY AVE,2,2,Ontario,5647656,97000.0,House,,,5179.5,,924900.0
Toronto,93 GLENMOUNT PARK RD,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1274900.0
Toronto,#2705 -219 FORT YORK BLVD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,699000.0
Toronto,#1405 -1105 LESLIE ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,935000.0
Toronto,#447 -33 MILL ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,655000.0
Toronto,#2501 -89 DUNFIELD AVE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,699000.0
Toronto,#1304 -50 ORDNANCE ST,1,1,Ontario,5647656,97000.0,House,,,6198.0,,569900.0
Toronto,#1215W -36 LISGAR ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,625000.0
Toronto,#321 -319 MERTON ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,639900.0
Toronto,114 GLENVALE BLVD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,1124900.0
Toronto,23 ALBERTUS AVE,4,5,Ontario,5647656,97000.0,House,,,6043.5,,3088000.0
Toronto,5 HIGHBOURNE RD,6,2,Ontario,5647656,97000.0,House,,,,,2150000.0
Toronto,#1404 -1 SCOTT ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,999800.0
Toronto,#609 -200 SUDBURY ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,999000.0
Toronto,#404 -39 SHERBOURNE ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,599000.0
Toronto,#929 -222 THE ESPLANADE ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,549000.0
Toronto,3563 LAKE SHORE Boulevard W Unit# 306,2,1,Ontario,5647656,97000.0,House,,,5179.5,,639000.0
Toronto,1678 EGLINTON AVE W,7,5,Ontario,5647656,97000.0,House,,,,,1150000.0
Toronto,11 EDGEWOOD GROVE GRVE,4,4,Ontario,5647656,97000.0,House,,,6043.5,,1895000.0
Toronto,126 LEE AVE,6,4,Ontario,5647656,97000.0,House,,,,,3679000.0
Toronto,#801 -32 TROLLEY CRES,2,1,Ontario,5647656,97000.0,House,,,5179.5,,669990.0
Toronto,615 ADELAIDE ST W,3,2,Ontario,5647656,97000.0,House,,,6260.5,,899000.0
Toronto,296 SEATON ST,3,3,Ontario,5647656,97000.0,House,,,6260.5,,1300000.0
Toronto,#712 -15 QUEEN'S QUAY  E,2,2,Ontario,5647656,97000.0,House,,,5179.5,,859000.0
Toronto,#1406 -386 YONGE ST E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,669000.0
Toronto,#811 -330 RICHMOND ST W,1,1,Ontario,5647656,97000.0,House,,,6198.0,,639000.0
Toronto,78 IVY AVE,4,4,Ontario,5647656,97000.0,House,,,6043.5,,1599900.0
Toronto,#915 -2300 ST. CLAIR WEST AVE W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,829900.0
Toronto,195 WRIGHT AVE,5,3,Ontario,5647656,97000.0,House,,,4621.0,,1995000.0
Toronto,10 MARQUIS AVE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,1075000.0
Toronto,36 LOCKWOOD RD,5,5,Ontario,5647656,97000.0,House,,,4621.0,,2499900.0
Toronto,#817 -1700 EGLINTON AVE E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,499000.0
Toronto,210 BROOKE AVE,5,4,Ontario,5647656,97000.0,House,,,4621.0,,2649999.0
Toronto,#1306 -33 UNIVERSITY AVE,4,2,Ontario,5647656,97000.0,House,,,6043.5,,1350000.0
Toronto,#1306 -20 TUBMAN AVE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,650000.0
Toronto,312 HARBORD ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1249900.0
Toronto,#PH-03 -77 MUTUAL ST,1,1,Ontario,5647656,97000.0,House,,,6198.0,,709000.0
Toronto,#607 -390 CHERRY ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,889000.0
Toronto,##1201 -31 TIPPETT RD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,499000.0
Toronto,#1008 -33 SHORE BREEZE DR,2,1,Ontario,5647656,97000.0,House,,,5179.5,,619900.0
Toronto,32 ALMA DR,2,2,Ontario,5647656,97000.0,House,,,5179.5,,1349888.0
Toronto,#408 -1400 KINGSTON RD,2,2,Ontario,5647656,97000.0,House,,,5179.5,,799990.0
Toronto,167 KINGSTON RD,4,2,Ontario,5647656,97000.0,House,,,6043.5,,979000.0
Toronto,132 ALEXANDRA BLVD,6,4,Ontario,5647656,97000.0,House,,,,,4499000.0
Toronto,#411 -2 SONIC WAY,2,2,Ontario,5647656,97000.0,House,,,5179.5,,635000.0
Toronto,#4316 -85 WOOD ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,949888.0
Toronto,#1802 -75 QUEENS WHARF RD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,765000.0
Toronto,#204 -100 YORKVILLE AVE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,1499999.0
Toronto,48 ANNETTE ST,0,0,Ontario,5647656,97000.0,House,,,,,1849000.0
Toronto,#2410 -50 THOMAS RILEY RD,1,1,Ontario,5647656,97000.0,House,,,6198.0,,560000.0
Toronto,#2003 -10 WILBY CRES,3,2,Ontario,5647656,97000.0,House,,,6260.5,,770000.0
Toronto,46 WATERFORD DR,4,4,Ontario,5647656,97000.0,House,,,6043.5,,1499999.0
Toronto,#G203 -100 CANON JACKSON DR,2,3,Ontario,5647656,97000.0,House,,,5179.5,,849900.0
Toronto,111 VICTOR AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1649000.0
Toronto,563 BIRCHMOUNT RD,5,3,Ontario,5647656,97000.0,House,,,4621.0,,1688000.0
Toronto,26 WOODYCREST AVE,4,3,Ontario,5647656,97000.0,House,,,6043.5,,1450000.0
Toronto,102 GRADWELL DR,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1200000.0
Toronto,7 PHERRILL MEWS,4,3,Ontario,5647656,97000.0,House,,,6043.5,,949000.0
Toronto,128 BARRINGTON AVE,8,5,Ontario,5647656,97000.0,House,,,,,1099000.0
Toronto,444 ROXTON RD,0,0,Ontario,5647656,97000.0,House,,,,,1980000.0
Toronto,#TH7 -240 BROADWAY AVE,2,4,Ontario,5647656,97000.0,House,,,5179.5,,1495000.0
Toronto,#5109 -14 YORK ST,1,1,Ontario,5647656,97000.0,House,,,6198.0,,698888.0
Toronto,#3402 -200 CUMBERLAND ST,2,3,Ontario,5647656,97000.0,House,,,5179.5,,5678000.0
Toronto,#1515 -36 LISGAR ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,438000.0
Toronto,#N1105 -455 FRONT ST E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,559000.0
Toronto,341 GLENGARRY AVE,4,2,Ontario,5647656,97000.0,House,,,6043.5,,2099800.0
Toronto,#3106 -45 CHARLES ST E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,770000.0
Toronto,59 DUNCANNON DR,4,4,Ontario,5647656,97000.0,House,,,6043.5,,2695000.0
Toronto,22 METCALFE ST,3,3,Ontario,5647656,97000.0,House,,,6260.5,,2295000.0
Toronto,#1301 -85 EAST LIBERTY ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,870000.0
Toronto,#406 -28 LINDEN ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,966000.0
Toronto,7 MITCHELL AVE,3,3,Ontario,5647656,97000.0,House,,,6260.5,,1399999.0
Toronto,#901 -60 QUEEN ST E,0,1,Ontario,5647656,97000.0,House,,,,,699000.0
Toronto,39 BETHNAL AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1499000.0
Toronto,#1901 -2121 LAKESHORE BLVD W,1,1,Ontario,5647656,97000.0,House,,,6198.0,,549900.0
Toronto,#809 -30 SAMUEL WOOD WAY,1,1,Ontario,5647656,97000.0,House,,,6198.0,,499000.0
Toronto,#803 -57 MACAULAY AVE,2,2,Ontario,5647656,97000.0,House,,,5179.5,,1099900.0
Toronto,#1201 -15 WINDERMERE AVE,1,1,Ontario,5647656,97000.0,House,,,6198.0,,499999.0
Toronto,#246 -60 PARROTTA DR,2,2,Ontario,5647656,97000.0,House,,,5179.5,,650000.0
Toronto,11A MORTIMER AVE,4,3,Ontario,5647656,97000.0,House,,,6043.5,,1099000.0
Toronto,#2 -88 MUNRO ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,819000.0
Toronto,2100 GERRARD ST E,3,1,Ontario,5647656,97000.0,House,,,6260.5,,899000.0
Toronto,42 HARRIS AVE,5,3,Ontario,5647656,97000.0,House,,,4621.0,,1499900.0
Toronto,15 MORTON RD,3,2,Ontario,5647656,97000.0,House,,,6260.5,,849000.0
Toronto,#604 -55 REGENT PARK BLVD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,580000.0
Toronto,#2509 -185 ROEHAMPTON AVE,2,2,Ontario,5647656,97000.0,House,,,5179.5,,825000.0
Toronto,#1808 -15 MERCER ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1299800.0
Toronto,#303 -11 CHARLOTTE ST,1,1,Ontario,5647656,97000.0,House,,,6198.0,,615000.0
Toronto,#2009 -24 WELLESLEY ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,599000.0
Toronto,#PH22 -500 RICHMOND ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,1095000.0
Toronto,#610 -300 FRONT ST W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,899000.0
Toronto,#3403 -200 CUMBERLAND ST,4,4,Ontario,5647656,97000.0,House,,,6043.5,,8478000.0
Toronto,#315 -55 EAST LIBERTY ST,1,1,Ontario,5647656,97000.0,House,,,6198.0,,585000.0
Toronto,#3802 -183 WELLINGTON ST W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,2550000.0
Toronto,374 ELM RD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,1495000.0
Toronto,#603 -225 DAVENPORT RD,2,3,Ontario,5647656,97000.0,House,,,5179.5,,1300000.0
Toronto,210 MACPHERSON AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,2095000.0
Toronto,#1019 -98 LILLIAN ST,1,1,Ontario,5647656,97000.0,House,,,6198.0,,595500.0
Toronto,#3008 -37 GROSVENOR ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,819800.0
Toronto,#1616 -230 QUEENS QUAY W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,755000.0
Toronto,#403 -240 SCARLETT RD,3,2,Ontario,5647656,97000.0,House,,,6260.5,,918000.0
Toronto,#1414 -103 THE QUEENSWAY AVE,2,2,Ontario,5647656,97000.0,House,,,5179.5,,749000.0
Toronto,#1102 -1135 ROYAL YORK RD,4,4,Ontario,5647656,97000.0,House,,,6043.5,,2488888.0
Toronto,74 SAMBA DR,5,2,Ontario,5647656,97000.0,House,,,4621.0,,1199000.0
Toronto,#115 -320 DIXON RD,3,2,Ontario,5647656,97000.0,House,,,6260.5,,448800.0
Toronto,882 WESTON RD,3,3,Ontario,5647656,97000.0,House,,,6260.5,,788000.0
Toronto,#504 -760 THE QUEENSWAY,2,1,Ontario,5647656,97000.0,House,,,5179.5,,697000.0
Toronto,#B-102 -60 ANNIE CRAIG DR,2,1,Ontario,5647656,97000.0,House,,,5179.5,,709000.0
Toronto,409 MCROBERTS AVE,2,2,Ontario,5647656,97000.0,House,,,5179.5,,899900.0
Toronto,1 ROWAN AVE,5,5,Ontario,5647656,97000.0,House,,,4621.0,,1850000.0
Toronto,79 KIMBERLEY AVE,3,3,Ontario,5647656,97000.0,House,,,6260.5,,1549000.0
Toronto,#414 -1630 QUEEN ST E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,569000.0
Toronto,45 DEVON RD,3,1,Ontario,5647656,97000.0,House,,,6260.5,,1039000.0
Toronto,38 WHITE PINE AVE,4,4,Ontario,5647656,97000.0,House,,,6043.5,,1799000.0
Toronto,4 BATTENBERG AVE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,899000.0
Toronto,#3901 -21 ICEBOAT TERR,2,1,Ontario,5647656,97000.0,House,,,5179.5,,599000.0
Toronto,#3601 -33 CHARLES ST E,2,1,Ontario,5647656,97000.0,House,,,5179.5,,738000.0
Toronto,#108 -170 SUDBURY ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,619990.0
Toronto,922 PALMERSTON AVE N,3,1,Ontario,5647656,97000.0,House,,,6260.5,,1150000.0
Toronto,110 CARMICHAEL AVE,5,6,Ontario,5647656,97000.0,House,,,4621.0,,3495000.0
Toronto,734 RICHMOND ST W,4,5,Ontario,5647656,97000.0,House,,,6043.5,,2588168.0
Toronto,82 LANARK AVE,5,3,Ontario,5647656,97000.0,House,,,4621.0,,1699000.0
Toronto,80 LANARK AVE,5,3,Ontario,5647656,97000.0,House,,,4621.0,,1699000.0
Toronto,#PH05 -205 FREDERICK ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,1250000.0
Toronto,#1202 -100 HARBOUR ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,799999.0
Toronto,107 ELM RIDGE DR,4,4,Ontario,5647656,97000.0,House,,,6043.5,,2449000.0
Toronto,#4508 -21 ICEBOAT TERR,2,1,Ontario,5647656,97000.0,House,,,5179.5,,699000.0
Toronto,#203 -50 JOE SHUSTER WAY,3,3,Ontario,5647656,97000.0,House,,,6260.5,,1139900.0
Toronto,36 MONTANA AVE,6,4,Ontario,5647656,97000.0,House,,,,,1199000.0
Toronto,#416 -437 RONCESVALLES AVE,1,1,Ontario,5647656,97000.0,House,,,6198.0,,719000.0
Toronto,#2423 -165 LEGION RD N,1,1,Ontario,5647656,97000.0,House,,,6198.0,,515000.0
Toronto,52 CANNON RD,3,4,Ontario,5647656,97000.0,House,,,6260.5,,1499000.0
Toronto,34 QUEENS DR,5,4,Ontario,5647656,97000.0,House,,,4621.0,,1599000.0
Toronto,#614 -2212 LAKE SHORE BLVD W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,729000.0
Toronto,278 BETA ST W,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1390000.0
Toronto,#2110 -20 THOMAS RILEY RD W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,558900.0
Toronto,#517 -9 MABELLE AVE,1,1,Ontario,5647656,97000.0,House,,,6198.0,,499000.0
Toronto,98 DIXON AVE,4,3,Ontario,5647656,97000.0,House,,,6043.5,,1799000.0
Toronto,#46 -140 BROADVIEW AVE,1,1,Ontario,5647656,97000.0,House,,,6198.0,,579900.0
Toronto,87 ROSEHEATH AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,1089000.0
Toronto,156 HANSON ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,899000.0
Toronto,36 LILY CUP AVE,4,3,Ontario,5647656,97000.0,House,,,6043.5,,865000.0
Toronto,222 FIRST AVE,4,2,Ontario,5647656,97000.0,House,,,6043.5,,899900.0
Toronto,#1320 -320 RICHMOND ST E,1,1,Ontario,5647656,97000.0,House,,,6198.0,,599900.0
Toronto,6 CHUDLEIGH AVE,4,3,Ontario,5647656,97000.0,House,,,6043.5,,2495000.0
Toronto,#522 -954 KING ST W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,799900.0
Toronto,#1103 -80 WESTERN BATTERY RD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,799000.0
Toronto,#716 -170 BAYVIEW AVE,1,1,Ontario,5647656,97000.0,House,,,6198.0,,549000.0
Toronto,125 SEATON ST,3,3,Ontario,5647656,97000.0,House,,,6260.5,,1549000.0
Toronto,15 SWEENEY DR,4,2,Ontario,5647656,97000.0,House,,,6043.5,,1190000.0
Toronto,#1610 -25 THE ESPLANADE,2,1,Ontario,5647656,97000.0,House,,,5179.5,,749900.0
Toronto,#2807 -21 HILLCREST AVE,1,1,Ontario,5647656,97000.0,House,,,6198.0,,625000.0
Toronto,#4205 -180 UNIVERSITY AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,2799000.0
Toronto,#1209 -1928 LAKESHORE BLVD W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,809000.0
Toronto,#1803 -5 KENNETH AVE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,779000.0
Toronto,#507 -29 QUEENS QUAY E,3,3,Ontario,5647656,97000.0,House,,,6260.5,,2750000.0
Toronto,#2214 -24 WELLESLEY ST W,3,2,Ontario,5647656,97000.0,House,,,6260.5,,799000.0
Toronto,#1112 -17 BATHURST ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,679000.0
Toronto,77 FOREST HILL RD,5,5,Ontario,5647656,97000.0,House,,,4621.0,,5899000.0
Toronto,66 ST NICHOLAS ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,1200000.0
Toronto,25 NANTON AVE,4,4,Ontario,5647656,97000.0,House,,,6043.5,,3999000.0
Toronto,#117 -65 EAST LIBERTY ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,849900.0
Toronto,#1006 -1103 LESLIE ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,649000.0
Toronto,1 CRESCENTWOOD RD,6,4,Ontario,5647656,97000.0,House,,,,,3500000.0
Toronto,796 KINGSTON RD,2,1,Ontario,5647656,97000.0,House,,,5179.5,,749000.0
Toronto,8 FIRST AVE,6,5,Ontario,5647656,97000.0,House,,,,,2665000.0
Toronto,#3204 -15 MERCER ST,3,2,Ontario,5647656,97000.0,House,,,6260.5,,915000.0
Toronto,#2508 -381 FRONT ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,729888.0
Toronto,#2806 -103 THE QUEENSWAY,3,2,Ontario,5647656,97000.0,House,,,6260.5,,819900.0
Toronto,#2503 -155 LEGION RD N,2,2,Ontario,5647656,97000.0,House,,,5179.5,,739000.0
Toronto,118 MARTIN GROVE RD,6,5,Ontario,5647656,97000.0,House,,,,,3288000.0
Toronto,#1909 -11 WELLESLEY ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,850000.0
Toronto,#PH3 -1221 KING ST,3,3,Ontario,5647656,97000.0,House,,,6260.5,,2028900.0
Toronto,59 ODOARDO DI SANTO CIRC,4,3,Ontario,5647656,97000.0,House,,,6043.5,,899888.0
Toronto,471 VAUGHAN RD E,5,3,Ontario,5647656,97000.0,House,,,4621.0,,1250000.0
Toronto,#1101 -115 BLUE JAYS WAY,1,1,Ontario,5647656,97000.0,House,,,6198.0,,499000.0
Toronto,#706 -3000 BATHURST ST,2,2,Ontario,5647656,97000.0,House,,,5179.5,,836000.0
Toronto,25 SPRUCE ST,6,2,Ontario,5647656,97000.0,House,,,,,1499000.0
Toronto,#1631 -33 HARBOUR SQ,1,1,Ontario,5647656,97000.0,House,,,6198.0,,799888.0
Toronto,#1016 -1221 KING ST W,2,1,Ontario,5647656,97000.0,House,,,5179.5,,850900.0
Toronto,#705 -1221 KING ST W,2,2,Ontario,5647656,97000.0,House,,,5179.5,,740900.0
Toronto,#2148 -25 VIKING LANE,3,2,Ontario,5647656,97000.0,House,,,6260.5,,685000.0
Toronto,#5 -120 FREDERICK TISDALE DR DR,4,4,Ontario,5647656,97000.0,House,,,6043.5,,1029000.0
Toronto,98 PITT AVE,6,2,Ontario,5647656,97000.0,House,,,,,1250000.0
Toronto,#PH14 -251 JARVIS ST,2,1,Ontario,5647656,97000.0,House,,,5179.5,,509990.0
Toronto,#4702 -45 CHARLES ST E,2,2,Ontario,5647656,97000.0,House,,,5179.5,,928000.0
